boolean,tf,tfidf,embeddings,st,wmd,label
0.42966519678687104,0.44541474951768295,0.42426030060323006,0.5151623247907712,0.19615262068378236,1.0893518161938103,0
0.37446903924238933,0.35466152592323186,0.35007028192839484,0.48870813101530075,0.18336494000894682,1.067080956114334,0
0.5060695976439464,0.4468418779890575,0.4220012726937177,0.46765880286693573,0.07267820899788704,1.164835589319089,0
0.46644577416418836,0.5181093270046457,0.4853470853518232,0.504963870996084,0.1728036100200067,1.1099816508767908,0
0.3290512772202247,0.30754521386638767,0.3024498379740962,0.5184195227921009,0.20029290581050402,1.0898080491259705,0
0.4775395896022825,0.5733297334984262,0.5146488444652352,0.5055386734505495,0.14344226211930314,1.1243362810537514,0
0.43041265088094843,0.5241773949348988,0.48446066107200575,0.5094108446501195,0.18072523480805103,1.1208339217696255,0
0.4932286083967172,0.5684079438130945,0.5376867619367385,0.5122568855683008,0.16590969271671313,1.1673483410380128,0
0.5144948636142431,0.5581688730450056,0.5245277108447451,0.5053458696038559,0.23412272520042185,1.1174246819182492,0
0.41672628012955576,0.4971832700171636,0.4528118942013716,0.5308606696705664,0.1976714745021215,1.095388949626872,0
0.38281827949626357,0.4559535957994577,0.4193350428771854,0.5062885703197841,0.10217852915781711,1.1199736696211375,0
0.44945055105709436,0.44352528404335834,0.4214317404060573,0.4505958205461502,0.11844152250513434,1.0972004423788992,0
0.5105567225720181,0.5474258205600692,0.5178170048636974,0.5205173072142478,0.11244357623852408,1.1001325690048265,0
0.44854627952182435,0.4233329992641085,0.4278556474355808,0.5048273567358653,0.1380552586261183,1.1120021911772404,0
0.3823871316494375,0.39019053378604995,0.33926207641889305,0.5452119209643068,0.09737790174027584,1.0516957162032212,0
0.449894228858238,0.47017389221952327,0.4643974525108384,0.4953661132603884,0.11060254484514839,1.1667499238512296,0
0.45996104400945265,0.5052438807929464,0.45555708796449546,0.6191005727340435,0.16344006490176435,1.0725162905613226,0
0.4652320031911537,0.4682128569210194,0.4384123980894151,0.4674198684238252,0.10902447839755387,1.1731433234635193,0
0.3833158193406096,0.359100354325271,0.35838713531674365,0.498462609660167,0.1514510201791731,1.133312696935892,0
0.43584710504939833,0.42062926975479886,0.40122220855928725,0.47870192186286054,0.14651827980026913,1.1034697249221561,0
0.35207336531138783,0.3985257545084934,0.38228238186977154,0.47955177472652616,0.15582269199846968,1.1848112407658788,0
0.5246587080609189,0.46695931902181553,0.4609404610430389,0.5018922013044357,0.12308492360947033,1.1217562282737688,0
0.5155519954705751,0.5501034814455824,0.5236588179939681,0.5157858068839862,0.14706944505003497,1.0772407617073883,0
0.5181113133396192,0.48238187527762066,0.4419547487169684,0.5095563441514969,0.23457699888385833,1.1034497534928813,0
0.42059081022008366,0.43214400190469937,0.4125186133660225,0.506293474666534,0.21113353240634164,1.0516606728599056,0
0.5968640386678503,0.6241284882498748,0.5756414301532625,0.5742868257145728,0.1941097782504174,1.1523919768168776,0
0.3871570381000255,0.3988436604451327,0.38133992194090177,0.46681501673800607,0.1177298294114215,1.100133933523487,0
0.4599651048482641,0.48772059159913717,0.45989401348145753,0.5087886376306414,0.08079072482651099,1.1124117099974282,0
0.5065092593138942,0.4986641943743412,0.47514128573228276,0.5361118463592397,0.150573118690065,1.0762868666009084,0
0.4248208373564742,0.5444061772701277,0.49266958780310577,0.5970869601309836,0.2169976834509824,1.0721858095827568,0
0.5568579852984795,0.5541629374706196,0.525668952176271,0.48296796782977053,0.17642356860192698,1.0722656820911376,0
0.5666871009801879,0.6683104375430583,0.6364186207769493,0.5235610577062919,0.18414154639825797,1.092472428390602,0
0.5426641565315088,0.5830561383647244,0.561482696505061,0.5219828770045312,0.2414133426362789,1.1334668294235322,0
0.4706513004521339,0.4953466482691433,0.48455217047661653,0.5989121578393444,0.1682633131051496,1.0585910234470473,0
0.5891818851744489,0.6221334592238439,0.6114362385817111,0.5756708486198351,0.20896244804406988,0,0
0.4513687898022627,0.4886978234119155,0.4517860483996245,0.4403046968870047,0.12963551947301843,1.1508354728486154,0
0.47954851830881645,0.5133649689391314,0.4824447119673559,0.5401579478445152,0.19998458632229207,1.0670447431606158,0
0.4810263005899955,0.5705966785990972,0.5454312040726842,0.5341352806204841,0.15835251781113802,1.1898452307196674,0
0.4008366138103523,0.39635163928096623,0.380699452363608,0.5377181909150548,0.08914768038731483,1.0591353648232755,0
0.5507033543237644,0.5741164875047684,0.5525412278237231,0.6397187825172178,0.25697814061066077,1.087783275368436,0
0.5025361836197056,0.5395961986053319,0.5086386995009271,0.5577607654756115,0.16753917723713863,1.076865669613746,0
0.3922747024696649,0.3954621006366393,0.3794718141800312,0.47023871750570834,0.10239398787234677,1.085755435508328,0
0.5209359191624335,0.5211442868264216,0.48466720023113863,0.5229974241927267,0.15300442264415323,1.0572412032127871,0
0.4638473905710483,0.4479999013880821,0.4599680763252628,0.4228935343701215,0.07154761347642523,1.1750993531359986,0
0.45735533915575155,0.44508611926190705,0.4354746980347781,0.43002577096950717,0.05616299766115844,1.150324202520733,0
0.47765158217385717,0.4843257261022986,0.47121539899624276,0.5119412775722242,0.23056673881928286,1.0729745555545955,0
0.532931588364629,0.5570066990254537,0.5352526359327593,0.5412755036741738,0.18109572617851985,1.0998582389725626,0
0.44736590703315865,0.505730947551771,0.48676644582545125,0.5417281059691539,0.13236077807288474,1.1026636333592135,0
0.5023331095641198,0.5260920225325877,0.501564696595534,0.4476863509044051,0.05308338303972657,1.1269226914970623,0
0.44617501110367214,0.3974849976200728,0.3814609891283819,0.5553693495690822,0.19779873637016862,1.085610200181383,0
0.46256747717781743,0.46611047938925665,0.4336882981004988,0.49694126695394514,0.1051044559438846,1.1106276009097042,0
0.5670023511989146,0.5873516648541732,0.5596150007921938,0.556036210212952,0.19063810316415933,1.112182094125102,0
0.4963137743001481,0.6272480406496416,0.5690273446881206,0.5569041461190757,0.17418314706232838,1.09495304091135,0
0.490815746575813,0.5496754258058891,0.5162029608165276,0.5630072194796342,0.21023362381861377,1.0907933567116472,0
0.5375512992762037,0.6108219735580942,0.5755142604790936,0.5170167423784733,0.16440794890513644,1.0980225281228926,0
0.4322167900658612,0.4375253004922177,0.4003429961250099,0.43503251386915937,0.030344572267495096,1.1434263220302943,0
0.4677637445152241,0.5240089360604979,0.47958662512336764,0.48003843302528065,0.16686940260955857,1.1057049106889743,0
0.48687727026028005,0.5222466420153409,0.47919737956761,0.49310039290123514,0.09311744576940933,1.1131992314222308,0
0.36873453721668387,0.3690910732351804,0.36444335470575706,0.3675885796546936,0.03362390509573743,1.1428107933408347,0
0.42191723364259553,0.4372577973227926,0.3972578179569973,0.45517778570453327,0.19728192393150595,1.1100749058923254,0
0.3684772068945044,0.371419148662626,0.35477861620669876,0.3798420306605597,0.014082677022088319,1.12242816272334,0
0.4058803703122637,0.4265869493748466,0.4059968167974837,0.5140088397181697,0.1604675401079779,1.091611450013588,0
0.3722913197466261,0.38931683836933395,0.375494284708479,0.4632050522292654,0.17555860961632183,1.1230428984590621,0
0.35275817108729357,0.3853180269958749,0.36126180661501145,0.42848837235942483,0.07730230012869772,1.119140417761361,0
0.43237400028973494,0.49976030551368567,0.45661563462722793,0.5164005350735452,0.15760018737314063,1.090407938929861,0
0.40353608872813035,0.43905405350109894,0.4229922698506494,0.4344754568301141,0.06310331186978146,1.129102113640643,0
0.42544121315420913,0.5297072890564758,0.4783999790873317,0.47583315718091196,0.1694080198649317,1.080032220050858,0
0.2829464270548147,0.34633032716001155,0.32601358457813195,0.4077974040992558,0.04049313824119357,1.149037201951102,0
0.4806365340558059,0.5480935639009036,0.4882993762453508,0.5235000103712082,0.04113118040473446,1.112988432443194,0
0.5276449857184121,0.5248375551681889,0.48744034272626185,0.4311562279860179,0.01732176647055894,1.150012338484652,0
0.4203507967479428,0.4668250164097479,0.4496381193958654,0.48475271463394165,0.14804353627065817,1.1409682995618917,0
0.5284326261321625,0.5792434783817831,0.5445764710877032,0.4899935372587707,0.18690285398366135,1.097034321696749,0
0.4435887989604231,0.4560129892677908,0.44276857303473527,0.4431430723828574,0.040575379777389266,1.1442242277143315,0
0.35039870480588714,0.3808276084152208,0.3576746254922755,0.40057243729631103,0.02100152966255943,1.137931441654815,0
0.47548675071562546,0.48918409576027244,0.4614565483006936,0.504183327468733,0.19945148861087444,1.0745993706197077,0
0.4660876953497071,0.47633122674215295,0.4363757707607902,0.4831300565490016,0.1988335739803949,1.095082142792116,0
0.4448321628391583,0.4958637106174021,0.44868510323185795,0.48963324735975927,0.16744601100476253,1.1033374127077105,0
0.3419997369303765,0.29024045649714686,0.2771214715926927,0.4163614232093096,0.05130866814094285,1.1699169478866331,0
0.5004828657988467,0.573778838557148,0.5379756243062886,0.42594408926864463,0.03604879403590328,1.1217772331184002,0
0.5041308137732323,0.547504561066571,0.5082100307443987,0.4527404837103354,0.15763246599817649,1.0977095188399697,0
0.530534568782333,0.5161551915551658,0.5142638554716035,0.4894732825267009,0.14170090248211262,1.1116557150181863,0
0.4678369569823561,0.5579627977397356,0.5140637008297392,0.5836979010038905,0.19820455963619882,1.0709498710267027,0
0.4339315068347086,0.5095471642304062,0.46039830381216834,0.5360446301730055,0.18144199613628811,1.1080137227796105,0
0.6247898539717397,0.6945910687641244,0.6719961592087672,0.48207398504018784,0.1092222489782476,1.1140450085858122,0
0.5361120446680328,0.5843550709337758,0.5377629785747498,0.5836306090720675,0.151036277201704,1.0809199287701168,0
0.4973420159295118,0.525930619331119,0.5046304765469698,0.524243220128119,0.14918120850925334,1.0984248052135759,0
0.5257931655153428,0.5574167225812234,0.537264596599619,0.4953760233308588,0.1041962506881516,1.1727130875075353,0
0.4604354856212515,0.48477194350581954,0.4787788411275134,0.540268203635749,0.2234535279046548,1.1057114040858569,0
0.44696749639458466,0.5235127742248952,0.46681216246348206,0.5457521346397698,0.18823399029982588,1.0676186097715918,0
0.4914194416894908,0.5200161024284135,0.4920974790839201,0.48399977665394545,0.1235647958625729,1.0883911036266867,0
0.36783522918574196,0.42652945250831337,0.4145145565705381,0.4771433649584651,0.15687580421217717,1.075011561500267,0
0.3860758388892305,0.48570840927142644,0.44001523548051824,0.4822110376211212,0.1603077524821,1.1241990325372238,0
0.4648748179970648,0.5386390555627635,0.4917798929549468,0.5794150640621133,0.17761268300692673,1.075667620709131,0
0.4173017677368643,0.5330551686437726,0.4795509077181184,0.5632904747076202,0.2039899166281286,1.1050648080799053,0
0.5702305372790436,0.6391282941944639,0.6064646396278807,0.5079456464770962,0.15038903174675344,1.0990929550678332,0
